acinar cell	adipocyte - breast	adipocyte - omental	adipocyte - perirenal	adipocyte - subcutaneous	alveolar epithelial cell	amniotic epithelial cell	amniotic membrane cell	astrocyte	astrocyte - cerebellum	astrocyte - cerebral cortex	basophil	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14-cd16+ monocyte	cd14+ monocyte	cd14+ monocyte derived endothelial progenitor cell	cd14+cd16- monocyte	cd14+cd16+ monocyte	cd4+ t cell	cd4+cd25-cd45ra- memory conventional t cell	cd4+cd25-cd45ra+ naive conventional t cell	cd4+cd25+cd45ra- memory regulatory t cell	cd4+cd25+cd45ra+ naive regulatory t cell	cd8+ t cell	chondrocyte	chorionic membrane cell	ciliated epithelial cell	corneal epithelial cell	dendritic cell	dendritic cell - monocyte immature derived	dendritic cell - plasmacytoid	endothelial cell - aortic	endothelial cell - artery	endothelial cell - microvascular	endothelial cell - thoracic	endothelial cell - umbilical vein	endothelial cell - vein	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of esophagus	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast - dermal	fibroblast - skin dystrophia myotonica	fibroblast - skin normal	fibroblast - skin spinal muscular atrophy	fibroblast - skin walker warburg	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of pulmonary artery	fibroblast of the conjuctiva	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hair follicle dermal papilla cell	hair follicle outer root sheath cell	hepatic stellate cell	hepatocyte	immature langerhans cell	intestinal epithelial cell	iris pigment epithelial cell	keratinocyte	keratinocyte - epidermal	keratinocyte - oral	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	mast cell - stimulated	melanocyte	melanocyte - dark	melanocyte - light	meningeal cell	mesenchymal precursor cell	mesenchymal precursor cell - adipose	mesenchymal precursor cell - bone marrow	mesenchymal precursor cell - cardiac	mesenchymal somatic cell	mesenchymal stem cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesenchymal stem cell - wharton's jelly	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	nasal epithelial cell	natural killer cell	neuron	neuronal stem cell	neutrophil	olfactory epithelial cell	osteoblast	pancreatic stromal cell	pericyte cell	placental epithelial cell	preadipocyte	preadipocyte - breast	preadipocyte - omental	preadipocyte - perirenal	preadipocyte - subcutaneous	preadipocyte - visceral	prostate stromal cell	renal cortical epithelial cell	renal epithelial cell	renal glomerular endothelial cell	renal mesangial cell	renal proximal tubular epithelial cell	respiratory epithelial cell	reticulocyte	retinal pigment epithelial cell	salivary acinar cell	sebocyte	sensory epithelial cell	sertoli cell	skeletal muscle cell	skeletal muscle cell differentiated into myotubes	skeletal muscle satellite cell	skin fibroblast	small airway epithelial cell	smooth muscle cell - aortic	smooth muscle cell - brachiocephalic	smooth muscle cell - brain vascular	smooth muscle cell - carotid	smooth muscle cell - coronary artery	smooth muscle cell - internal thoracic artery	smooth muscle cell - pulmonary artery	smooth muscle cell - subclavian artery	smooth muscle cell - umbilical artery	smooth muscle cell - umbilical vein	smooth muscle cell of prostate	smooth muscle cell of the esophagus	smooth muscle cell of trachea	stromal cell	synoviocyte	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	uterine smooth muscle cell	vascular associated smooth muscle cell
alcohol abuse	1	1	1	0.99999999997034	1	0.687941291726144	1	1	0.999999999270426	0.954039535103291	0.994914709625462	0.99999708878923	0.999999999999982	0.999853615876777	1	1	0.999999999923249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999959290767	1	1	1	1	0.989448702630623	0.99999999997034	1	0.999999999999999	0.999999999999999	0.999999999999999	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	0.999999959290767	0.999999187144966	0.999999984863938	1	1	1	0.937093725982478	1	0.999999999999754	1	1	1	1	1	1	0.9999999999866	0.9999999999866	0.9999999999866	0.888285440112673	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999187144966	1	1	1	1	0.999999944377133	1	0.99995227939193	1	1	0.999999999993759	1	1	1	1	1	1	1	1	1	1	1	0.998088867543037	1	0.99600808827919	1	0.999999999999999	0.958785380782967	1	1	1	1	0.999998938284912	0.999999999991565	1	1	0.999999999999999	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
alcoholism	1	1	1	0.99999999997034	1	0.687941291726144	1	1	0.999999999270426	0.954039535103291	0.994914709625462	0.99999708878923	0.999999999999982	0.999853615876777	1	1	0.999999999923249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999959290767	1	1	1	1	0.989448702630623	0.99999999997034	1	0.999999999999999	0.999999999999999	0.999999999999999	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	0.999999959290767	0.999999187144966	0.999999984863938	1	1	1	0.937093725982478	1	0.999999999999754	1	1	1	1	1	1	0.9999999999866	0.9999999999866	0.9999999999866	0.888285440112673	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999187144966	1	1	1	1	0.999999944377133	1	0.99995227939193	1	1	0.999999999993759	1	1	1	1	1	1	1	1	1	1	1	0.998088867543037	1	0.99600808827919	1	0.999999999999999	0.958785380782967	1	1	1	1	0.999998938284912	0.999999999991565	1	1	0.999999999999999	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
allergic asthma	1	1	1	1	1	0.189859689366947	0.979949899617254	1	1	1	1	8.39516345413446e-320	1	9.16339025418108e-272	5.44556697122064e-166	1	1	0.00235016826523585	0.00235016826523585	0.00235016826523585	0.00235016826523585	0.00235016826523585	8.39516345413446e-320	8.39516345413446e-320	5.40916910352829e-180	5.40916910352829e-180	5.40916910352829e-180	0.745168528160562	1	1	0.999999999999989	0.99999977321623	1.28142756785149e-128	1.28142756785149e-128	1.28142756785149e-128	0.999874215060588	0.999999997517675	0.913138685100851	1	0.999991503630023	0.999999943810891	1	1	1	1	1	1	1	0.995851604199106	1	1	1	1	1	1	1	1	1	0.518232367242366	1	1	1	1	1	1	1	0.531293477772829	1.7060096308345e-65	1	1	1	0.941787218930304	1	1	1	0.402327264977397	1.09122187804953e-24	1	8.39516345413446e-320	8.39516345413446e-320	1	1	1	1	0.999999999999931	0.969977098155918	0.999999997955407	1	0.999999999999931	0.999999999999931	0.969977098155918	1	0.999999997955407	1	0.923673714421177	1	0.999999999999989	0.531293477772829	0.00235016826523585	0.923673714421177	0.999999999996779	1	0.997521938508843	1	1	8.39516345413446e-320	1	1	1	0.999497721996285	0.99926798617398	1	1	1	1	1	1	1	0.999999957130753	1	1	1	1	8.39516345413446e-320	1	1	1	1	0.999999999999989	1	1	1	1	1	8.39516345413446e-320	1	1	1	1	1	1	1	1	1	1	1	1	7.84438839750497e-53	1	1	8.39516345413446e-320	1	1	5.09044965861747e-12	1	1	0.999999954112345
alopecia areata	1	1	1	1	1	1	1	1	1	1	1	0.138573521443654	1	1	1	0.284145879885592	1	0.751693584374913	0.751693584374913	0.751693584374913	0.751693584374913	0.751693584374913	4.18627545962709e-22	4.18627545962709e-22	2.65762894091352e-12	2.65762894091352e-12	2.65762894091352e-12	6.11004520233034e-13	1	1	0.154151578151592	1	0.00148651243276999	0.00148651243276999	0.00148651243276999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.363586620377652	0.363586620377652	0.363586620377652	0.363586620377652	1	1	1	1	1	1	1	1	1	1	7.77369191379788e-12	1	1	1.93906076605561e-10	1	1	1.64661251125343e-08	1.64661251125343e-08	0.194848604394711	1	1	1	0.180473786284333	0.999450013626688	1	2.12631104822104e-06	2.12631104822104e-06	4.02895868045945e-15	4.02895868045945e-15	4.02895868045945e-15	1	1	1	0.999814512485	1	1	1	1	1	0.999814512485	1	1	1	0.154151578151592	1.93906076605561e-10	0.751693584374913	1	1	1	0.00116157475138019	0.999999999999529	1	0.974697412459492	1	1	1	1	1	1	1	1	0.999982512220886	1	0.999982512220886	1	1	1	1	1	1	1	1	1	1	1	0.154151578151592	1	0.973195392313629	0.987465846614925	1	0.363586620377652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.15458349719437e-72	1	1	1	1	1	1
altitude sickness	1	1	1	1	1	1	1	1	0.951901807074108	1	1	0.54288200704788	0.0513662260323152	0.319700808388873	1	1	0.684599179829845	0.997913713605818	0.997913713605818	0.997913713605818	0.997913713605818	0.997913713605818	0.999518209237067	0.999518209237067	1	1	1	0.997346313760783	1	1	0.999999999994732	1	1	1	1	1	0.0744155243713072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000147458564572368	1	0.00191100613917794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999287683560012	0.999945108138224	1	0.798796483065117	0.798796483065117	1	1	1	0.150979102616659	1	1	0.999731358030846	1	1	1	1	1	0.999731358030846	1	1	1	0.999999999994732	1	0.997913713605818	1	1	1	1	0.651553437329122	1	0.991965316608201	1	1	1	1	1	1	1	1	0.999999905421675	1	0.999999905421675	1	1	1	1	1	1	0.152415465549561	1	1	1	1	0.999999999994732	1	0.987201789582546	0.770964992674386	1	1	0.152415465549561	1	1	1	1	1	1	0.0022145126603137	1	1	1	1	1	1	1	1	0.999999999329131	1	1	1	1	1	0.0108249347389327
amyloidosis	1	1	1	1	1	1	1	1	5.0678820601361e-07	0.0660210505584494	8.30135048550839e-06	1	0.600670824305015	1	1	0.297887362890052	0.619734782484365	0.979418420919443	0.979418420919443	0.979418420919443	0.979418420919443	0.979418420919443	0.999999999999995	0.999999999999995	0.999671778522986	0.999671778522986	0.999671778522986	1	0.983711747721299	1	1	0.212730551687113	0.999999999997926	0.999999999997926	0.999999999997926	0.749810746177677	0.0895006049614278	0.130959895624531	1	0.834915811572465	0.475177449288914	0.999939820909402	1	1	1	1	1	1	0.570960277260508	0.0113516831838985	0.0113516831838985	0.0113516831838985	0.0113516831838985	1	1	1	1	1	1	1	1	1	1	0.519269630704258	1	0.999939820909402	0.921231552797	0.99959115664798	1	0.0316842351576924	0.0316842351576924	1	1	0.921464057208892	1	2.30993521522819e-68	0.00326040525050413	1	0.805559576709765	0.805559576709765	0.618222584405037	0.618222584405037	0.618222584405037	0.0271723092715654	1	1	0.967437152061733	1	1	1	1	1	0.967437152061733	1	1	1	1	0.921231552797	0.979418420919443	1	0.990068216174852	1	0.999999999921037	0.00497636261924748	0.796511075645146	0.998754976558563	1	0.999999996112155	1	4.52481116945814e-07	1	1	1	1	0.999998925889047	1	0.999998925889047	1	0.124763006983124	0.921355558555962	1	1.51445514045822e-19	0.660773579991278	0.999910396816106	0.874428673444541	1	1	1	1	1	0.985972199970786	0.717154677439225	0.60402688853266	0.0113516831838985	0.999910396816106	1	1	3.19535687810419e-16	1	1	1	1	1	1	1	1	1	1	0.999999141262103	1	1	1	1	1	1	1	0.197409852352802
amyotrophic lateral sclerosis	1	1	1	1	1	1	1	1	6.26277058229488e-245	0.119428797076265	2.2100784529756e-08	0.00299637311169559	0.98387680656999	1	1	1	0.688576532466017	0.999101951678488	0.999101951678488	0.999101951678488	0.999101951678488	0.999101951678488	0.999663699877819	0.999663699877819	0.376355071783666	0.376355071783666	0.376355071783666	0.999999900486539	1	1	0.999999998999822	1	0.999898756146047	0.999898756146047	0.999898756146047	1	1	0.332680611512975	1	1	1	0.999999295838112	1	1	1	1	1	1	1	0.904980104137536	0.904980104137536	0.904980104137536	0.904980104137536	1	1	1	1	1	1	1	1	1	1	1	1	0.999999295838112	1	1	1	0.999569783976345	0.999569783976345	1	1	1	1	0.999999989499561	0.999999501331106	1	0.999973092939618	0.999973092939618	1	1	1	5.70309811758935e-14	7.06887952666888e-11	1	0.999999778281483	1	7.06887952666888e-11	7.06887952666888e-11	1	1	0.999999778281483	1	1	1	0.999999998999822	1	0.999101951678488	1	6.45702538112058e-05	1	0.999999881940684	8.39516345413446e-320	1.05201920057182e-19	0.999999999999999	1	1	1	0.53007985271876	1	1	1	1	0.997773890088491	1	0.997773890088491	1	1	1	1	1	1	1	0.99665531767487	1	1	1	0.999999998999822	0.959231887768957	6.80958113477112e-36	2.0111165626321e-28	3.1278913634828e-06	0.904980104137536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.37352020837492e-07	1	0.999999999932058	1	1	1	1	1	1
anemia	1	1	1	1	1	1	1	1	1	1	1	0.00390665539853545	0.999994131622854	1	1	0.999991282342803	1	1.9724019454545e-13	1.9724019454545e-13	1.9724019454545e-13	1.9724019454545e-13	1.9724019454545e-13	0.999999811545725	0.999999811545725	2.73165399915363e-05	2.73165399915363e-05	2.73165399915363e-05	1	1	1	1	1	1	1	1	0.999190984277572	0.999991750195759	0.986303434262008	1	0.998189452360213	0.99623366573385	1	1	1	0.978692083175653	1	1	1	0.996924366638997	0.990586368534454	0.990586368534454	0.990586368534454	0.990586368534454	1	0.999991448778443	1	0.999999936373106	1	0.84035784264824	1	1	1	1	1	1	1	0.999999987938695	0.998818450766369	1	1	1	1	1	0.988566547329369	1	1.1404093700576e-10	1	1	0.999999999572255	0.999999999572255	0.999999999999986	0.999999999999986	0.999999999999986	1	0.999999999947599	0.996482428669208	8.39516345413446e-320	1	0.999999999947599	0.999999999947599	0.996482428669208	1	8.39516345413446e-320	1	1	1	1	0.999999987938695	1.9724019454545e-13	1	0.999999999035388	1	0.706175710852365	1	1	7.39027302600355e-82	1	1	0.734400880524768	1	1	1	1	1	1	1	1	1	0.422686878871709	0.820880782568059	1.06471597811289e-05	0.91835544885183	0.936070701856329	1	8.39516345413446e-320	1	1	1	1	0.999999999986957	1	1	0.998222369344618	0.990586368534454	1	1	1	1	1	0.833982565659178	1	1	1	1	1	1	1	1	0.999999996075164	1	0.109896550613444	1	1	1	0.735882489296274	1	0.999999999263573
anemia, aplastic	1	1	1	0.931325475572702	1	1	1	1	1	1	1	0.00659175949344241	1	1	1	1	1	1.54552986085879e-25	1.54552986085879e-25	1.54552986085879e-25	1.54552986085879e-25	1.54552986085879e-25	8.33357148514566e-28	8.33357148514566e-28	7.8289825636038e-42	7.8289825636038e-42	7.8289825636038e-42	9.81709277839417e-08	1	1	0.999999999970354	1	0.999405166056221	0.999405166056221	0.999405166056221	1	1	1	1	1	1	0.999569520781743	1	1	1	1	1	0.931325475572702	1	6.23395932676599e-10	6.23395932676599e-10	6.23395932676599e-10	6.23395932676599e-10	1	0.709295389993755	1	0.826971048200637	1	1	1	1	1	1	1	1	0.999569520781743	0.583489426164076	1	1	0.999862998731702	0.999862998731702	1	1	0.919961247003378	1	5.25316970154437e-24	0.073286741916624	1	0.409801074195929	0.409801074195929	0.995533075061183	0.995533075061183	0.995533075061183	1	4.98449969513002e-06	1	8.39516345413446e-320	1	4.98449969513002e-06	4.98449969513002e-06	1	1	8.39516345413446e-320	1	1	1	0.999999999970354	0.583489426164076	1.54552986085879e-25	1	1	1	1.53414828124019e-12	1	1	2.54379224115307e-42	1	0.999907069864859	1	1	1	1	1	1	2.29263390430807e-38	1	2.29263390430807e-38	1	0.849543418292528	1	1	1	1	1	3.31395690665591e-157	1	1	1	0.999999999970354	1	1	1	1	6.23395932676599e-10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.53605069921041e-12	1	2.41205442234565e-223	1	1	1	1	1	1
aneurysm	1	1	1	1	1	1	1	1	1	1	1	0.999999999996915	0.328448346855676	1	1	0.999870084443049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00187484948087118	0.00181876029245626	0.955162561856932	0.0599914690548061	0.998658875555653	0.995464375788801	1	1	1	1	1	1	1	1	0.999999999970087	0.999999999970087	0.999999999970087	0.999999999970087	1	0.997964143626912	1	0.999919252949573	0.443969836576174	1	0.00188580867469432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999718226345	1	1	1	1	1	1	1	1	0.92810689094101	1	1	1	1	1	1	1	1	0.999966655174183	1	0.254490869961293	0.999996824110709	1	1	1	1	1	1	1	1	1	1	1	0.999999999970087	1	2.82285162148775e-50	0.0357746103426997	1	0.0941391449979966	1	1	1	0.00806291881802357	1	1	1	1	1	1	1	1	1	1	1	1	1	5.58487640005506e-16
angina pectoris	1	1	1	0.999999999979431	1	1	1	1	1	1	1	0.99967561863993	0.0909575790391112	1	1	1	0.999731619169404	0.0404266522762666	0.0404266522762666	0.0404266522762666	0.0404266522762666	0.0404266522762666	1	1	0.999976732528087	0.999976732528087	0.999976732528087	1	1	1	1	1	1	1	1	1	0.573853543210759	1	1	0.792507113047294	0.155856040389214	1	1	1	1	1	1	0.999999999979431	1	0.999999999979444	0.999999999979444	0.999999999979444	0.999999999979444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999964034866	1	1	1	1	0.999998229884224	0.999998229884224	1	1	1	1	0.999999996680067	1	1	1	0.999999996680067	0.999999996680067	1	1	1	1	1	1	1	1	0.0404266522762666	1	0.999979847546678	1	1	1	1	0.998479390842051	1	1	1	1	0.926553234732349	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99999999901483	1	1	1	1	1	1	0.999999999649163	1	0.999999999979444	1	1	1	1	1	0.459819845202432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.928509358530603
anorexia nervosa	1	1	1	0.613910347292212	1	1	1	1	0.999985154391523	1	1	1	1	1	1	1	0.999997592094204	0.999613298785225	0.999613298785225	0.999613298785225	0.999613298785225	0.999613298785225	0.999999999990945	0.999999999990945	0.999299055396259	0.999299055396259	0.999299055396259	0.999999991707222	1	1	1	1	0.999998476828734	0.999998476828734	0.999998476828734	1	1	1	1	1	1	0.999992238457448	1	1	1	1	1	0.613910347292212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999992238457448	1	1	1	1	1	1	1	1	1	0.999999999999981	1	1	1	1	1	1	1	1	0.99896499799304	1	0.999999999995041	1	0.99896499799304	0.99896499799304	1	1	0.999999999995041	1	1	1	1	1	0.999613298785225	1	1	1	0.999979376951916	1	1	0.999999999258564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998027422074	0.999999917413016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999996762588381	1	1	1	1	1	1	1	1
antiphospholipid syndrome	1	1	1	1	1	1	1	1	0.963797522335141	1	0.446970837025232	1	0.0366107486385414	1	1	1	1	1.08578067946289e-13	1.08578067946289e-13	1.08578067946289e-13	1.08578067946289e-13	1.08578067946289e-13	0.238674714024294	0.238674714024294	0.691413916729266	0.691413916729266	0.691413916729266	0.996666289958132	1	1	0.999998963200399	1	0.647916101716463	0.647916101716463	0.647916101716463	1	0.628809660237576	1	1	0.116600802082101	0.203772631010861	1	1	1	1	1	1	1	1	0.966729332223208	0.966729332223208	0.966729332223208	0.966729332223208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0280080096486142	0.97467802565062	1	0.998678103740819	0.998678103740819	1	1	1	0.304574221313439	1	1	0.0442192306865178	1	1	1	1	1	0.0442192306865178	1	1	1	0.999998963200399	1	1.08578067946289e-13	1	1	1	0.481307732080956	1	1	0.862750993896937	1	1	1	1	0.051398368121704	1	1	1	0.999999999999995	1	0.999999999999995	1	1	1	1	0.0922965231060065	1	1	1	1	1	1	0.999998963200399	1	1	1	1	0.966729332223208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999527219775828	1	0.99384646038462	1	1	1	1	1	1
anxiety disorders	1	1	1	1	1	1	1	1	1	1	0.999997754093203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.892206546840749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999997	1	0.999957672948609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
aortic aneurysm, abdominal	1	1	1	1	1	1	1	1	1	1	1	1	5.24413748780012e-06	1	1	1	1	0.614652325904715	0.614652325904715	0.614652325904715	0.614652325904715	0.614652325904715	0.999875407154736	0.999875407154736	0.999645624282648	0.999645624282648	0.999645624282648	0.999997768957793	1	1	1	1	0.99999981896785	0.99999981896785	0.99999981896785	7.44757933048446e-08	7.30964256645477e-05	1	0.00706393479537836	0.35438825468954	0.105963951146007	0.999999756016281	1	1	1	1	1	1	1	0.994241024087025	0.994241024087025	0.994241024087025	0.994241024087025	1	0.693462674826566	1	0.81343821157444	1	1	0.00902795673696732	1	1	1	1	1	0.999999756016281	1	1	1	1	1	1	1	0.99880914664248	1	0.999999954887484	1.87040082963132e-07	1	0.752598828206956	0.752598828206956	1	1	1	1	0.999862849156562	1	0.999999981360301	1	0.999862849156562	0.999862849156562	1	1	0.999999981360301	1	1	1	1	1	0.614652325904715	1	1	1	0.999987347274244	1	1	0.00734415513479755	1	0.999998504045045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999998938824	1	1	0.994241024087025	1	6.89292565995642e-45	1	1	1	1	1	1	1	1	1	1	1	1	0.999999921305037	1	1	1	1	1	1	1	5.90236207709519e-22
appendicitis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999762517	0.999999999762517	0.999999999762517	0.999999999762517	0.999999999762517	1	1	0.999988587487574	0.999988587487574	0.999988587487574	0.999999999999985	1	1	1	1	0.999999998836459	0.999999998836459	0.999999998836459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.164357463419969	1	1	1	1	1	1	1	0.999999934699113	1	1	0.923105115086885	0.923105115086885	0.99714797215755	0.99714797215755	0.99714797215755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999762517	1	1	1	0.999998609220664	1	1	4.30467903768712e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999983558106745	0.914557876126601	1	1	1	1	1	1	1	1	1	0.999983558106745	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999990840768	1	1	1	1	1	1	1	1
arthritis	0.000562284887467706	1	1	1	0.940939818093011	1	1	1	1	1	1	0.9539365486842	1	1	1	0.999789860164028	1	9.85391937879547e-217	9.85391937879547e-217	9.85391937879547e-217	9.85391937879547e-217	9.85391937879547e-217	8.39516345413446e-320	8.39516345413446e-320	3.0733928665951e-183	3.0733928665951e-183	3.0733928665951e-183	0.0134937139498806	8.39516345413446e-320	1	1	0.999999441064589	1.76691999596505e-09	1.76691999596505e-09	1.76691999596505e-09	0.999989330670289	0.999999999850074	0.95407398167509	0.840085357582589	0.999759792368438	0.999997805714364	1	0.766036783506682	0.370769503486805	1	1	1	1	0.99831141530227	0.994728980286547	0.994728980286547	0.994728980286547	0.994728980286547	1	0.999972084009749	1	0.999999950430548	1	1	1	0.998980267664709	1	1	1	1	1	0.999999903547431	1	1	1	1	0.999931305019734	1	1	1	8.39516345413446e-320	4.48815248036845e-231	0.999999992869103	0.00457198772246269	0.00457198772246269	1	1	1	1	1.16725199640066e-14	0.336186520543521	1.09464937783753e-51	1	1.16725199640066e-14	1.16725199640066e-14	0.336186520543521	1	1.09464937783753e-51	1	0.220938304533583	1	1	0.999999903547431	9.85391937879547e-217	0.220938304533583	0.999999999999999	1	0.0189661576749581	1	1	8.39516345413446e-320	1	1.17473349034801e-15	1	0.999918823027299	0.99998871875692	0.999979285124255	0.974640893095763	1	3.53454094075882e-61	1	3.53454094075882e-61	1	0.999999940043651	0.999999998134924	1	0.999947834724576	0.999809141788811	1	0.999999999999984	1	1.8180528384253e-05	1	1	1	1	1	0.99572355525959	0.994728980286547	1	0.999991224036448	1	1	1	0.931908331574725	1	1	1	1	1	1	1	1	1.47155024173637e-05	8.39516345413446e-320	8.39516345413446e-320	0.295089663528098	1	1	1	1	0.999999999999296
arthritis, juvenile rheumatoid	1	1	1	0.993429194730937	1	1	1	1	1	1	1	0.895290720855609	1	1	1	1	0.999962022746739	2.75366095195878e-07	2.75366095195878e-07	2.75366095195878e-07	2.75366095195878e-07	2.75366095195878e-07	1.27115996574328e-24	1.27115996574328e-24	1.54685081905899e-24	1.54685081905899e-24	1.54685081905899e-24	0.635873581510097	0.206416457052694	1	1	1	0.511245201041417	0.511245201041417	0.511245201041417	1	1	1	1	1	1	1	0.108420806734198	1	1	1	1	0.993429194730937	1	0.934767298381851	0.934767298381851	0.934767298381851	0.934767298381851	1	0.512721474980893	1	0.6397088040693	1	1	1	1	1	1	1	1	1	1	1	1	0.998696293969642	0.998696293969642	1	1	1	1	4.16618350486962e-21	0.915869456871735	1	0.991483447528283	0.991483447528283	1	1	1	1	0.787466658160497	1	0.0856161246421623	1	0.787466658160497	0.787466658160497	1	1	0.0856161246421623	1	1	1	1	1	2.75366095195878e-07	1	1	1	0.0278008763118911	1	1	5.33302610407243e-05	1	0.987804671463522	1	1	1	1	1	1	0.999999994600006	1	0.999999994600006	1	1	1	1	0.377501733084453	1	0.997312972518606	1	1	1	1	1	1	0.999952537137998	0.999995948215446	1	0.934767298381851	0.997312972518606	1	1	1	1	1	1	1	1	1	1	1	1	1	0.989226382021063	4.1428684650403e-15	1.00228379902327e-56	1	1	1	1	1	1
arthritis, psoriatic	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.18101651521085e-07	7.18101651521085e-07	7.18101651521085e-07	7.18101651521085e-07	7.18101651521085e-07	4.84507195616238e-12	4.84507195616238e-12	0.00716268181715256	0.00716268181715256	0.00716268181715256	0.000771400093866395	1	1	0.999264461477529	1	0.0124585272675239	0.0124585272675239	0.0124585272675239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.30676892575679	0.30676892575679	0.30676892575679	0.30676892575679	1	1	1	1	1	1	1	1	1	1	1	1	1	0.538757679332057	1	1	4.57347702445125e-07	4.57347702445125e-07	1	1	1	1	0.0233249982479114	0.000955753891694411	1	0.180750037095936	0.180750037095936	1	1	1	1	1	1	0.0919710017246435	1	1	1	1	1	0.0919710017246435	1	1	1	0.999264461477529	0.538757679332057	7.18101651521085e-07	1	1	1	0.00396814443692	1	1	0.00891825776040644	1	0.972074314266131	1	1	1	1	1	1	0.948112599984296	1	0.948112599984296	1	1	1	1	1	1	1	1	1	1	1	0.999264461477529	1	1	1	1	0.30676892575679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.931684630748934	1.36948155782665e-11	6.43331370793428e-32	1	1	1	1	1	1
